Id,Source,Target,Weight,Type
2346,363,35,1,Undirected
2347,363,206,1,Undirected
2348,363,0,1,Undirected
2349,363,917,1,Undirected
2350,363,918,1,Undirected
2351,363,919,1,Undirected
2352,283,915,1,Undirected
2353,283,332,1,Undirected
2354,283,916,1,Undirected
2355,283,381,1,Undirected
2356,283,35,1,Undirected
2357,283,206,1,Undirected
2358,283,0,1,Undirected
2359,283,917,1,Undirected
2360,283,918,1,Undirected
2361,283,919,1,Undirected
2362,915,332,1,Undirected
2363,915,916,1,Undirected
2364,915,381,1,Undirected
2365,915,35,1,Undirected
2366,915,206,1,Undirected
2367,915,0,1,Undirected
2368,915,917,1,Undirected
2369,915,918,1,Undirected
2370,915,919,1,Undirected
2371,332,916,1,Undirected
2372,332,381,1,Undirected
2373,332,35,1,Undirected
2374,332,206,1,Undirected
2375,332,0,1,Undirected
2376,332,917,1,Undirected
2377,332,918,1,Undirected
2378,332,919,1,Undirected
2379,916,381,1,Undirected
2380,916,35,1,Undirected
2381,916,206,1,Undirected
2382,916,0,1,Undirected
2383,916,917,1,Undirected
2384,916,918,1,Undirected
2385,916,919,1,Undirected
2386,381,35,1,Undirected
2387,381,206,1,Undirected
2388,381,0,1,Undirected
2389,381,917,1,Undirected
2390,381,918,1,Undirected
2391,381,919,1,Undirected
2392,35,206,1,Undirected
2393,35,917,1,Undirected
2394,35,918,1,Undirected
2395,35,919,1,Undirected
2396,206,0,1,Undirected
2397,206,917,1,Undirected
2398,206,918,1,Undirected
2399,206,919,1,Undirected
2400,0,917,1,Undirected
2401,0,918,1,Undirected
2402,0,919,1,Undirected
2403,917,918,1,Undirected
2404,917,919,1,Undirected
2405,918,919,1,Undirected
2406,830,881,1,Undirected
2407,830,920,1,Undirected
2408,830,382,1,Undirected
2409,830,699,1,Undirected
2410,830,139,1,Undirected
2411,830,252,1,Undirected
2412,881,920,1,Undirected
2413,881,382,1,Undirected
2414,881,699,1,Undirected
2415,881,139,1,Undirected
2416,881,252,1,Undirected
2417,920,382,1,Undirected
2418,920,699,1,Undirected
2419,920,139,1,Undirected
2420,920,252,1,Undirected
2421,382,699,1,Undirected
2422,382,139,1,Undirected
2423,382,252,2,Undirected
2424,699,139,1,Undirected
2425,699,252,1,Undirected
2426,139,252,1,Undirected
2427,290,921,1,Undirected
2428,290,922,1,Undirected
2429,290,865,1,Undirected
2430,290,923,1,Undirected
2431,921,922,1,Undirected
2432,921,865,1,Undirected
2433,921,923,1,Undirected
2434,922,865,1,Undirected
2435,922,923,1,Undirected
2436,865,923,1,Undirected
2437,461,162,1,Undirected
2438,924,3,1,Undirected
2439,924,925,1,Undirected
2440,924,265,1,Undirected
2441,3,925,1,Undirected
2442,3,265,1,Undirected
2443,925,265,1,Undirected
2444,926,927,2,Undirected
2445,926,928,1,Undirected
2446,926,929,1,Undirected
2447,927,928,1,Undirected
2448,927,929,1,Undirected
2449,928,929,1,Undirected
2450,930,931,1,Undirected
2451,930,932,1,Undirected
2452,931,932,1,Undirected
2453,933,934,1,Undirected
2454,935,127,1,Undirected
2455,936,330,1,Undirected
2456,937,126,1,Undirected
2457,937,938,1,Undirected
2458,937,915,1,Undirected
2459,937,939,2,Undirected
2460,937,935,1,Undirected
2461,126,938,1,Undirected
2462,126,915,1,Undirected
2463,126,939,1,Undirected
2464,126,935,1,Undirected
2465,938,915,1,Undirected
2466,938,939,1,Undirected
2467,938,935,1,Undirected
2468,915,939,1,Undirected
2469,915,935,1,Undirected
2470,939,935,1,Undirected
2471,941,280,1,Undirected
2472,941,226,1,Undirected
2473,941,680,1,Undirected
2474,941,213,1,Undirected
2475,280,226,1,Undirected
2476,280,680,1,Undirected
2477,280,213,1,Undirected
2478,226,680,1,Undirected
2479,226,213,1,Undirected
2480,680,213,1,Undirected
2481,942,450,1,Undirected
2482,4,943,1,Undirected
2483,4,944,1,Undirected
2484,4,945,1,Undirected
2485,4,318,1,Undirected
2486,943,944,1,Undirected
2487,943,945,1,Undirected
2488,943,318,1,Undirected
2489,944,945,1,Undirected
2490,944,318,1,Undirected
2491,945,318,1,Undirected
2492,142,223,1,Undirected
2493,142,500,1,Undirected
2494,142,112,1,Undirected
2495,142,947,1,Undirected
2496,142,202,1,Undirected
2497,142,948,1,Undirected
2498,142,949,1,Undirected
2499,223,500,1,Undirected
2500,223,112,1,Undirected
2501,223,947,1,Undirected
2502,223,202,1,Undirected
2503,223,948,1,Undirected
2504,223,949,1,Undirected
2505,500,112,1,Undirected
2506,500,947,1,Undirected
2507,500,202,1,Undirected
2508,500,948,1,Undirected
2509,500,949,1,Undirected
2510,112,947,1,Undirected
2511,112,202,1,Undirected
2512,112,948,1,Undirected
2513,112,949,2,Undirected
2514,947,202,1,Undirected
2515,947,948,1,Undirected
2516,947,949,1,Undirected
2517,202,948,1,Undirected
2518,202,949,1,Undirected
2519,948,949,1,Undirected
2520,479,950,1,Undirected
2521,479,15,2,Undirected
2522,950,15,1,Undirected
2523,898,242,1,Undirected
2524,740,951,1,Undirected
2525,740,952,1,Undirected
2526,740,794,1,Undirected
2527,951,952,1,Undirected
2528,951,794,1,Undirected
2529,952,794,1,Undirected
2530,953,379,1,Undirected
2531,953,954,1,Undirected
2532,379,954,1,Undirected
2533,955,691,1,Undirected
2534,211,956,1,Undirected
2535,581,957,1,Undirected
2536,581,6,1,Undirected
2537,581,958,2,Undirected
2538,581,381,1,Undirected
2539,581,924,1,Undirected
2540,581,959,1,Undirected
2541,581,949,1,Undirected
2542,957,6,1,Undirected
2543,957,958,1,Undirected
2544,957,381,1,Undirected
2545,957,924,1,Undirected
2546,957,959,1,Undirected
2547,957,949,2,Undirected
2548,6,958,1,Undirected
2549,6,381,1,Undirected
2550,6,924,1,Undirected
2551,6,959,1,Undirected
2552,6,949,1,Undirected
2553,958,381,1,Undirected
2554,958,924,1,Undirected
2555,958,959,1,Undirected
2556,958,949,1,Undirected
2557,381,924,1,Undirected
2558,381,959,1,Undirected
2559,381,949,1,Undirected
2560,924,959,1,Undirected
2561,924,949,1,Undirected
2562,959,949,1,Undirected
2563,419,960,1,Undirected
2564,961,620,2,Undirected
2565,962,445,1,Undirected
2566,331,963,1,Undirected
2567,331,419,2,Undirected
2568,331,964,1,Undirected
2569,331,255,1,Undirected
2570,963,419,1,Undirected
2571,963,964,1,Undirected
2572,963,255,1,Undirected
2573,419,964,1,Undirected
2574,419,255,1,Undirected
2575,964,255,1,Undirected
2576,690,807,1,Undirected
2577,690,965,1,Undirected
2578,690,435,1,Undirected
2579,690,591,1,Undirected
2580,807,965,1,Undirected
2581,807,435,1,Undirected
2582,807,591,1,Undirected
2583,965,435,1,Undirected
2584,965,591,1,Undirected
2585,435,591,1,Undirected
2586,966,967,1,Undirected
2587,216,209,1,Undirected
2588,293,14,1,Undirected
2589,14,294,2,Undirected
2590,968,969,1,Undirected
2591,968,942,1,Undirected
2592,968,269,1,Undirected
2593,969,942,1,Undirected
2594,969,269,1,Undirected
2595,942,269,1,Undirected
2596,470,352,1,Undirected
2597,970,971,1,Undirected
2598,972,193,1,Undirected
2599,972,973,1,Undirected
2600,972,880,1,Undirected
2601,972,974,1,Undirected
2602,193,973,1,Undirected
2603,193,880,1,Undirected
2604,193,974,1,Undirected
2605,973,880,1,Undirected
2606,973,974,1,Undirected
2607,880,974,1,Undirected
2608,186,148,1,Undirected
2609,186,975,1,Undirected
2610,186,114,1,Undirected
2611,186,245,1,Undirected
2612,186,586,1,Undirected
2613,148,975,1,Undirected
2614,148,114,1,Undirected
2615,148,245,1,Undirected
2616,148,586,1,Undirected
2617,975,114,1,Undirected
2618,975,245,1,Undirected
2619,975,586,1,Undirected
2620,114,245,1,Undirected
2621,114,586,2,Undirected
2622,245,586,1,Undirected
2623,290,813,1,Undirected
2624,616,143,1,Undirected
2625,922,976,1,Undirected
2626,922,977,1,Undirected
2627,922,978,1,Undirected
2628,976,977,1,Undirected
2629,976,978,1,Undirected
2630,977,978,2,Undirected
2631,333,979,1,Undirected
2632,333,212,1,Undirected
2633,979,212,1,Undirected
2634,980,161,1,Undirected
2635,980,981,1,Undirected
2636,980,982,2,Undirected
2637,161,981,1,Undirected
2638,161,982,1,Undirected
2639,981,982,1,Undirected
2640,400,481,1,Undirected
2641,400,15,1,Undirected
2642,481,15,1,Undirected
2643,983,366,1,Undirected
2644,984,453,2,Undirected
2645,984,985,1,Undirected
2646,453,985,1,Undirected
2647,957,329,1,Undirected
2648,957,499,1,Undirected
2649,957,986,1,Undirected
2650,957,560,1,Undirected
2651,957,987,1,Undirected
2652,329,499,1,Undirected
2653,329,986,1,Undirected
2654,329,560,1,Undirected
2655,329,987,1,Undirected
2656,499,986,2,Undirected
2657,499,560,1,Undirected
2658,499,987,1,Undirected
2659,986,560,1,Undirected
2660,986,987,1,Undirected
2661,560,987,1,Undirected
2662,988,314,1,Undirected
2663,595,989,1,Undirected
2664,595,73,1,Undirected
2665,595,990,1,Undirected
2666,595,991,1,Undirected
2667,989,73,1,Undirected
2668,989,990,1,Undirected
2669,989,991,1,Undirected
2670,73,990,1,Undirected
2671,73,991,1,Undirected
2672,990,991,1,Undirected
2673,620,992,2,Undirected
2674,884,130,1,Undirected
2675,384,896,1,Undirected
2676,384,802,1,Undirected
2677,384,161,1,Undirected
2678,384,993,1,Undirected
2679,896,802,1,Undirected
2680,896,161,1,Undirected
2681,896,993,1,Undirected
2682,802,161,2,Undirected
2683,802,993,1,Undirected
2684,161,993,1,Undirected
2685,142,994,1,Undirected
2686,142,866,1,Undirected
2687,142,995,1,Undirected
2688,142,15,1,Undirected
2689,142,456,1,Undirected
2690,142,333,1,Undirected
2691,142,681,1,Undirected
2692,994,866,1,Undirected
2693,994,995,1,Undirected
2694,994,15,1,Undirected
2695,994,456,1,Undirected
2696,994,333,1,Undirected
2697,994,681,1,Undirected
2698,866,995,1,Undirected
2699,866,15,1,Undirected
2700,866,456,1,Undirected
2701,866,333,1,Undirected
2702,866,681,1,Undirected
2703,995,15,1,Undirected
2704,995,456,1,Undirected
2705,995,333,1,Undirected
2706,995,681,1,Undirected
2707,15,456,1,Undirected
2708,15,333,1,Undirected
2709,15,681,1,Undirected
2710,456,333,1,Undirected
2711,456,681,1,Undirected
2712,333,681,1,Undirected
2713,144,996,1,Undirected
2714,222,743,1,Undirected
2715,222,338,2,Undirected
2716,222,263,1,Undirected
2717,222,997,1,Undirected
2718,743,338,1,Undirected
2719,743,263,1,Undirected
2720,743,997,1,Undirected
2721,338,263,1,Undirected
2722,338,997,1,Undirected
2723,263,997,1,Undirected
2724,998,461,1,Undirected
2725,506,999,1,Undirected
2726,506,1000,1,Undirected
2727,506,311,1,Undirected
2728,506,1001,1,Undirected
2729,506,1002,2,Undirected
2730,506,53,1,Undirected
2731,506,1003,1,Undirected
2732,506,121,1,Undirected
2733,506,426,1,Undirected
2734,999,1000,1,Undirected
2735,999,311,1,Undirected
2736,999,1001,1,Undirected
2737,999,1002,1,Undirected
2738,999,53,1,Undirected
2739,999,1003,1,Undirected
2740,999,121,1,Undirected
2741,999,426,1,Undirected
2742,1000,311,1,Undirected
2743,1000,1001,1,Undirected
2744,1000,1002,1,Undirected
2745,1000,53,1,Undirected
2746,1000,1003,1,Undirected
2747,1000,121,1,Undirected
2748,1000,426,1,Undirected
2749,311,1001,2,Undirected
2750,311,1002,1,Undirected
2751,311,53,1,Undirected
2752,311,1003,1,Undirected
2753,311,121,1,Undirected
2754,311,426,1,Undirected
2755,1001,1002,4,Undirected
2756,1001,53,1,Undirected
2757,1001,1003,1,Undirected
2758,1001,121,1,Undirected
2759,1001,426,1,Undirected
2760,1002,53,1,Undirected
2761,1002,1003,1,Undirected
2762,1002,121,1,Undirected
2763,1002,426,1,Undirected
2764,53,1003,1,Undirected
2765,53,121,3,Undirected
2766,53,426,1,Undirected
2767,1003,121,1,Undirected
2768,1003,426,1,Undirected
2769,121,426,1,Undirected
2770,957,889,1,Undirected
2771,957,268,2,Undirected
2772,957,750,1,Undirected
2773,957,810,1,Undirected
2774,957,334,1,Undirected
2775,957,811,1,Undirected
2776,889,268,1,Undirected
2777,889,750,1,Undirected
2778,889,810,2,Undirected
2779,889,334,1,Undirected
2780,268,750,1,Undirected
2781,268,810,1,Undirected
2782,268,334,1,Undirected
2783,268,811,1,Undirected
2784,750,810,1,Undirected
2785,750,811,2,Undirected
2786,810,334,1,Undirected
2787,334,811,1,Undirected
2788,647,126,1,Undirected
2789,647,500,1,Undirected
2790,647,973,1,Undirected
2791,126,500,1,Undirected
2792,126,973,2,Undirected
2793,500,973,1,Undirected
2794,355,44,1,Undirected
2795,355,51,1,Undirected
2796,355,45,1,Undirected
2797,355,46,1,Undirected
2798,355,47,1,Undirected
2799,355,1004,1,Undirected
2800,355,192,1,Undirected
2801,355,48,1,Undirected
2802,355,1005,1,Undirected
2803,355,49,1,Undirected
2804,44,51,1,Undirected
2805,44,1004,1,Undirected
2806,44,192,1,Undirected
2807,44,1005,1,Undirected
2808,51,45,1,Undirected
2809,51,46,1,Undirected
2810,51,47,1,Undirected
2811,51,1004,2,Undirected
2812,51,192,1,Undirected
2813,51,48,1,Undirected
2814,51,1005,1,Undirected
2815,51,49,1,Undirected
2816,45,1004,1,Undirected
2817,45,192,1,Undirected
2818,45,1005,1,Undirected
2819,46,1004,1,Undirected
2820,46,192,1,Undirected
2821,46,1005,1,Undirected
2822,47,1004,1,Undirected
2823,47,192,1,Undirected
2824,47,1005,1,Undirected
2825,1004,192,1,Undirected
2826,1004,48,1,Undirected
2827,1004,1005,1,Undirected
2828,1004,49,1,Undirected
2829,192,48,1,Undirected
2830,192,1005,1,Undirected
2831,192,49,1,Undirected
2832,48,1005,1,Undirected
2833,1005,49,1,Undirected
2834,1006,802,1,Undirected
2835,1006,1007,1,Undirected
2836,802,1007,1,Undirected
2837,1008,663,1,Undirected
2838,628,911,1,Undirected
2839,628,1009,1,Undirected
2840,628,1010,1,Undirected
2841,628,185,1,Undirected
2842,628,1011,1,Undirected
2843,628,1012,1,Undirected
2844,628,579,1,Undirected
2845,911,1009,1,Undirected
2846,911,1010,1,Undirected
2847,911,185,1,Undirected
2848,911,1011,1,Undirected
2849,911,1012,1,Undirected
2850,911,579,1,Undirected
2851,1009,1010,1,Undirected
2852,1009,185,1,Undirected
2853,1009,1011,1,Undirected
2854,1009,1012,1,Undirected
2855,1009,579,1,Undirected
2856,1010,185,1,Undirected
2857,1010,1011,1,Undirected
2858,1010,1012,1,Undirected
2859,1010,579,1,Undirected
2860,185,1011,1,Undirected
2861,185,1012,1,Undirected
2862,185,579,1,Undirected
2863,1011,1012,1,Undirected
2864,1011,579,1,Undirected
2865,1012,579,1,Undirected
2866,44,1013,1,Undirected
2867,44,1014,1,Undirected
2868,44,532,1,Undirected
2869,44,1015,2,Undirected
2870,855,1013,1,Undirected
2871,855,871,2,Undirected
2872,855,800,1,Undirected
2873,855,1014,1,Undirected
2874,855,532,1,Undirected
2875,855,1015,1,Undirected
2876,1013,45,1,Undirected
2877,1013,871,1,Undirected
2878,1013,800,1,Undirected
2879,1013,1014,1,Undirected
2880,1013,532,1,Undirected
2881,1013,1015,1,Undirected
2882,45,871,1,Undirected
2883,45,800,2,Undirected
2884,45,1014,1,Undirected
2885,45,532,1,Undirected
2886,45,1015,1,Undirected
2887,871,1014,1,Undirected
2888,871,532,1,Undirected
2889,871,1015,1,Undirected
2890,800,1014,1,Undirected
2891,800,532,2,Undirected
2892,800,1015,1,Undirected
2893,1014,532,1,Undirected
2894,1014,1015,1,Undirected
2895,532,1015,1,Undirected
2896,1016,663,1,Undirected
2897,1016,222,1,Undirected
2898,1016,814,1,Undirected
2899,1016,915,1,Undirected
2900,1016,60,1,Undirected
2901,1016,1017,1,Undirected
2902,1016,23,1,Undirected
2903,1016,834,1,Undirected
2904,663,222,1,Undirected
2905,663,814,1,Undirected
2906,663,915,1,Undirected
2907,663,60,1,Undirected
2908,663,1017,1,Undirected
2909,663,23,1,Undirected
2910,663,834,1,Undirected
2911,222,814,1,Undirected
2912,222,915,1,Undirected
2913,222,60,1,Undirected
2914,222,1017,1,Undirected
2915,222,23,1,Undirected
2916,222,834,1,Undirected
2917,814,915,1,Undirected
2918,814,60,1,Undirected
2919,814,1017,1,Undirected
2920,814,23,1,Undirected
2921,814,834,1,Undirected
2922,915,60,1,Undirected
2923,915,1017,1,Undirected
2924,915,23,1,Undirected
2925,915,834,1,Undirected
2926,60,1017,1,Undirected
2927,60,23,1,Undirected
2928,60,834,1,Undirected
2929,1017,23,1,Undirected
2930,1017,834,1,Undirected
2931,23,834,1,Undirected
2932,1018,1019,1,Undirected
2933,689,798,1,Undirected
2934,1020,422,1,Undirected
2935,325,539,1,Undirected
2936,325,684,1,Undirected
2937,325,255,1,Undirected
2938,539,684,1,Undirected
2939,539,255,1,Undirected
2940,684,255,1,Undirected
2941,325,1017,1,Undirected
2942,1021,426,1,Undirected
2943,1021,894,1,Undirected
2944,1021,381,1,Undirected
2945,1021,213,1,Undirected
2946,1021,1022,1,Undirected
2947,1021,796,1,Undirected
2948,1021,407,1,Undirected
2949,1021,49,1,Undirected
2950,1021,542,1,Undirected
2951,426,894,2,Undirected
2952,426,381,1,Undirected
2953,426,213,1,Undirected
2954,426,1022,1,Undirected
2955,426,796,1,Undirected
2956,426,407,1,Undirected
2957,426,49,1,Undirected
2958,426,542,1,Undirected
2959,894,381,1,Undirected
2960,894,213,1,Undirected
2961,894,1022,1,Undirected
2962,894,796,1,Undirected
2963,894,407,2,Undirected
2964,894,49,1,Undirected
2965,894,542,1,Undirected
2966,381,213,1,Undirected
2967,381,1022,1,Undirected
2968,381,796,1,Undirected
2969,381,407,1,Undirected
2970,381,49,1,Undirected
2971,213,1022,1,Undirected
2972,213,796,1,Undirected
2973,213,407,1,Undirected
2974,213,49,1,Undirected
2975,213,542,2,Undirected
2976,1022,796,1,Undirected
2977,1022,407,1,Undirected
2978,1022,49,1,Undirected
2979,1022,542,1,Undirected
2980,796,407,1,Undirected
2981,796,49,1,Undirected
2982,796,542,1,Undirected
2983,407,49,2,Undirected
2984,407,542,1,Undirected
2985,49,542,1,Undirected
2986,913,609,1,Undirected
2987,913,1023,1,Undirected
2988,913,675,1,Undirected
2989,913,1024,1,Undirected
2990,609,1023,1,Undirected
2991,609,675,1,Undirected
2992,609,1024,1,Undirected
2993,1023,675,1,Undirected
2994,1023,1024,1,Undirected
2995,675,1024,1,Undirected
2996,1025,805,1,Undirected
2997,1025,223,1,Undirected
2998,805,223,1,Undirected
2999,694,1026,1,Undirected
3000,1027,1028,1,Undirected
3001,1029,1030,1,Undirected
3002,1031,175,1,Undirected
3003,1032,433,1,Undirected
3004,1033,652,2,Undirected
3005,1034,1035,1,Undirected
3006,1034,977,1,Undirected
3007,1034,978,1,Undirected
3008,1035,977,1,Undirected
3009,1035,978,1,Undirected
3010,626,618,1,Undirected
3011,626,782,1,Undirected
3012,618,782,1,Undirected
3013,1036,1037,3,Undirected
3014,1038,1039,1,Undirected
3015,1040,562,4,Undirected
3016,1040,389,2,Undirected
3017,127,700,1,Undirected
3018,366,165,2,Undirected
3019,328,997,1,Undirected
3020,328,457,1,Undirected
3021,997,457,1,Undirected
3022,1041,1042,1,Undirected
3023,616,1043,1,Undirected
3024,616,649,1,Undirected
3025,616,1044,1,Undirected
3026,1043,649,1,Undirected
3027,1043,1044,2,Undirected
3028,649,1044,1,Undirected
3029,694,63,1,Undirected
3030,165,234,1,Undirected
3031,1045,126,1,Undirected
3032,1045,658,1,Undirected
3033,1045,368,1,Undirected
3034,126,658,2,Undirected
3035,126,368,1,Undirected
3036,658,368,1,Undirected
3037,736,692,1,Undirected
3038,325,304,1,Undirected
3039,325,15,1,Undirected
3040,304,15,1,Undirected
3041,606,905,1,Undirected
3042,606,245,1,Undirected
3043,606,704,1,Undirected
3044,905,245,1,Undirected
3045,905,704,1,Undirected
3046,245,704,1,Undirected
3047,1046,705,1,Undirected
3048,1047,175,1,Undirected
3049,1047,1048,1,Undirected
3050,1047,162,1,Undirected
3051,175,1048,1,Undirected
3052,175,162,1,Undirected
3053,1048,162,1,Undirected
3054,653,1049,1,Undirected
3055,653,1050,1,Undirected
3056,653,1051,1,Undirected
3057,1049,1050,1,Undirected
3058,1049,1051,1,Undirected
3059,1050,1051,1,Undirected
3060,931,1052,1,Undirected
3061,1053,1054,1,Undirected
3062,1053,1033,1,Undirected
3063,1053,598,1,Undirected
3064,1053,1055,1,Undirected
3065,1053,1056,1,Undirected
3066,1053,745,1,Undirected
3067,1053,586,1,Undirected
3068,1054,1033,1,Undirected
3069,1054,598,1,Undirected
3070,1054,1055,1,Undirected
3071,1054,1056,1,Undirected
3072,1054,745,1,Undirected
3073,1054,586,1,Undirected
3074,1033,598,1,Undirected
3075,1033,1055,1,Undirected
3076,1033,1056,1,Undirected
3077,1033,745,1,Undirected
3078,1033,586,1,Undirected
3079,598,1055,1,Undirected
3080,598,1056,1,Undirected
3081,598,745,1,Undirected
3082,598,586,1,Undirected
3083,1055,1056,2,Undirected
3084,1055,745,1,Undirected
3085,1055,586,1,Undirected
3086,1056,745,1,Undirected
3087,1056,586,1,Undirected
3088,745,586,1,Undirected
3089,1057,797,1,Undirected
3090,942,1058,1,Undirected
3091,419,1059,1,Undirected
3092,419,417,1,Undirected
3093,1059,417,1,Undirected
3094,90,879,1,Undirected
3095,90,382,1,Undirected
3096,879,382,1,Undirected
3097,388,517,1,Undirected
3098,1017,215,1,Undirected
3099,1017,679,1,Undirected
3100,215,679,1,Undirected
3101,159,1060,1,Undirected
3102,937,1061,1,Undirected
3103,937,1062,1,Undirected
3104,937,193,1,Undirected
3105,937,499,1,Undirected
3106,937,357,1,Undirected
3107,937,86,1,Undirected
3108,1061,1062,2,Undirected
3109,1061,193,1,Undirected
3110,1061,499,1,Undirected
3111,1061,357,1,Undirected
3112,1061,86,1,Undirected
3113,1062,193,1,Undirected
3114,1062,499,1,Undirected
3115,1062,357,1,Undirected
3116,1062,86,1,Undirected
3117,193,499,1,Undirected
3118,193,357,1,Undirected
3119,193,86,1,Undirected
3120,499,357,1,Undirected
3121,499,86,1,Undirected
3122,357,86,1,Undirected
3123,1063,676,1,Undirected
3124,677,548,1,Undirected
3125,677,953,1,Undirected
3126,677,526,1,Undirected
3127,677,803,1,Undirected
3128,677,422,1,Undirected
3129,548,953,1,Undirected
3130,548,526,1,Undirected
3131,548,803,1,Undirected
3132,548,422,1,Undirected
3133,953,526,1,Undirected
3134,953,803,1,Undirected
3135,953,422,1,Undirected
3136,526,803,1,Undirected
3137,526,422,1,Undirected
3138,803,422,2,Undirected
3139,341,1064,1,Undirected
3140,1065,415,1,Undirected
3141,1065,1066,1,Undirected
3142,415,1066,1,Undirected
3143,1067,891,1,Undirected
3144,3,677,1,Undirected
3145,3,488,1,Undirected
3146,677,488,1,Undirected
3147,84,1068,1,Undirected
3148,807,931,1,Undirected
3149,807,1069,1,Undirected
3150,807,499,1,Undirected
3151,807,668,1,Undirected
3152,807,1070,1,Undirected
3153,807,1054,1,Undirected
3154,931,1069,1,Undirected
3155,931,499,1,Undirected
3156,931,135,1,Undirected
3157,931,668,1,Undirected
3158,931,810,1,Undirected
3159,931,1070,1,Undirected
3160,931,1054,1,Undirected
3161,1069,499,1,Undirected
3162,1069,135,1,Undirected
3163,1069,668,1,Undirected
3164,1069,810,1,Undirected
3165,1069,1070,1,Undirected
3166,1069,1054,1,Undirected
3167,499,135,2,Undirected
3168,499,668,1,Undirected
3169,499,810,2,Undirected
3170,499,1070,1,Undirected
3171,499,1054,1,Undirected
3172,135,1070,1,Undirected
3173,135,1054,1,Undirected
3174,668,810,1,Undirected
3175,668,1070,1,Undirected
3176,668,1054,1,Undirected
3177,810,1070,1,Undirected
3178,810,1054,1,Undirected
3179,1070,1054,1,Undirected
3180,1071,884,1,Undirected
3181,1071,10,1,Undirected
3182,1071,536,1,Undirected
3183,1071,1072,1,Undirected
3184,884,10,1,Undirected
3185,884,536,1,Undirected
3186,884,1072,1,Undirected
3187,10,536,1,Undirected
3188,10,1072,1,Undirected
3189,536,1072,1,Undirected
3190,1073,594,1,Undirected
3191,1073,203,1,Undirected
3192,594,203,2,Undirected
3193,546,269,1,Undirected
3194,544,1074,1,Undirected
3195,495,25,2,Undirected
3196,25,497,1,Undirected
3197,332,329,1,Undirected
3198,332,1076,1,Undirected
3199,329,1076,1,Undirected
3200,253,1016,1,Undirected
3201,253,868,1,Undirected
3202,253,303,1,Undirected
3203,253,340,1,Undirected
3204,253,1077,1,Undirected
3205,253,1019,1,Undirected
3206,1016,425,1,Undirected
3207,1016,868,1,Undirected
3208,1016,303,1,Undirected
3209,1016,340,1,Undirected
3210,1016,1077,1,Undirected
3211,1016,254,1,Undirected
3212,1016,1019,1,Undirected
3213,425,868,1,Undirected
3214,425,303,1,Undirected
3215,425,340,1,Undirected
3216,425,1077,1,Undirected
3217,425,1019,1,Undirected
3218,868,303,1,Undirected
3219,868,340,1,Undirected
3220,868,1077,1,Undirected
3221,868,254,1,Undirected
3222,868,1019,1,Undirected
3223,303,340,5,Undirected
3224,303,1077,1,Undirected
3225,303,254,1,Undirected
3226,303,1019,1,Undirected
3227,340,1077,1,Undirected
3228,340,254,1,Undirected
3229,340,1019,1,Undirected
3230,1077,254,1,Undirected
3231,1077,1019,1,Undirected
3232,254,1019,1,Undirected
3233,792,1078,1,Undirected
3234,792,757,1,Undirected
3235,792,1079,1,Undirected
3236,792,532,1,Undirected
3237,1078,757,1,Undirected
3238,1078,1079,1,Undirected
3239,1078,532,1,Undirected
3240,757,1079,1,Undirected
3241,757,532,1,Undirected
3242,1079,532,2,Undirected
3243,710,909,1,Undirected
3244,909,711,1,Undirected
3245,756,406,1,Undirected
3246,756,35,1,Undirected
3247,406,35,1,Undirected
3248,801,876,1,Undirected
3249,801,611,1,Undirected
3250,876,611,1,Undirected
3251,247,486,1,Undirected
3252,1080,480,2,Undirected
3253,1081,1082,1,Undirected
3254,1081,1083,1,Undirected
3255,1082,1083,1,Undirected
3256,100,1084,1,Undirected
3257,200,403,1,Undirected
3258,200,19,2,Undirected
3259,200,800,1,Undirected
3260,200,30,1,Undirected
3261,200,615,1,Undirected
3262,200,1085,1,Undirected
3263,200,543,1,Undirected
3264,200,255,1,Undirected
3265,403,19,1,Undirected
3266,403,800,1,Undirected
3267,403,30,1,Undirected
3268,403,615,1,Undirected
3269,403,1085,1,Undirected
3270,403,543,1,Undirected
3271,403,255,1,Undirected
3272,19,800,1,Undirected
3273,19,30,1,Undirected
3274,19,615,1,Undirected
3275,19,1085,1,Undirected
3276,19,543,1,Undirected
3277,19,255,1,Undirected
3278,800,30,1,Undirected
3279,800,615,1,Undirected
3280,800,1085,1,Undirected
3281,800,543,1,Undirected
3282,800,255,1,Undirected
3283,30,615,1,Undirected
3284,30,1085,1,Undirected
3285,30,543,1,Undirected
3286,30,255,1,Undirected
3287,615,1085,1,Undirected
3288,615,543,1,Undirected
3289,615,255,1,Undirected
3290,1085,543,1,Undirected
3291,1085,255,1,Undirected
3292,543,255,1,Undirected
3293,85,1086,1,Undirected
3294,1087,1088,1,Undirected
3295,189,1089,1,Undirected
3296,189,653,1,Undirected
3297,189,811,1,Undirected
3298,189,772,1,Undirected
3299,1089,653,1,Undirected
3300,1089,811,1,Undirected
3301,1089,772,1,Undirected
3302,653,811,1,Undirected
3303,653,772,1,Undirected
3304,811,772,1,Undirected
3305,1090,965,1,Undirected
3306,1090,1091,1,Undirected
3307,1090,1092,1,Undirected
3308,1090,226,1,Undirected
3309,1090,995,1,Undirected
3310,1090,748,1,Undirected
3311,1090,1003,1,Undirected
3312,965,1091,1,Undirected
3313,965,1092,1,Undirected
3314,965,226,1,Undirected
3315,965,995,1,Undirected
3316,965,748,1,Undirected
3317,965,1003,1,Undirected
